Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points
3163,21,60,-12,1560,244,198,1441
2599,24,331,185,295,170,193,886
2831,11,365,12,2656,230,218,3640
2701,9,201,47,2203,218,221,2046
2988,13,360,-10,4953,240,233,2932
3142,9,30,0,1410,235,227,2335
3119,6,30,-5,1298,230,239,2080
3298,11,849,261,3543,194,226,2164
2664,20,30,6,2097,249,220,4702
2803,14,150,41,1956,182,244,1092
3049,7,42,0,3823,222,225,458
3282,7,0,0,3237,213,226,2059
2778,8,228,45,1573,206,226,2521
3047,14,488,-73,1855,184,244,1889
3061,15,540,66,2647,245,224,2754
2867,6,0,0,6275,213,229,4368
3210,3,120,3,2177,213,235,3013
2966,15,404,176,2986,218,251,1485
2903,22,218,96,228,247,200,977
2932,12,571,26,5685,187,239,2038
3185,8,120,10,3377,232,226,4671
2891,29,201,90,3220,163,251,1645
3299,19,430,75,3261,174,249,1249
3027,3,685,62,5629,222,234,5918
2957,18,150,21,1714,237,202,2630
2706,26,323,130,2070,200,176,2219
3050,5,134,2,3166,213,231,459
3027,8,408,52,4144,231,226,4924
3088,24,297,57,2695,189,184,1144
3195,21,732,-28,864,201,190,1866
2761,12,162,31,2484,229,215,2162
3028,11,60,0,3376,228,216,391
2985,21,339,122,6025,165,212,4793
3067,11,30,0,6861,216,216,2793
2350,27,242,48,992,207,170,124
3247,19,660,119,1245,182,204,2044
2798,6,323,20,3099,226,227,6631
3192,15,351,55,2188,199,210,644
3086,16,127,45,4994,237,208,1816
3153,10,242,53,5440,212,219,361
2951,12,256,40,1567,201,251,1328
2926,15,150,13,5269,223,206,4128
3180,17,641,244,1294,245,212,2411
3091,13,67,22,1413,182,232,2999
2814,5,134,32,2356,223,229,3275
3232,34,127,43,2509,131,170,2787
2859,18,618,129,182,191,202,1200
3057,12,390,58,2951,222,214,1765
2705,21,120,46,2017,173,204,2666
2778,2,127,4,2706,220,234,2138
3338,18,430,80,4530,223,248,2650
3033,10,228,8,3573,237,228,90
2715,12,437,90,495,216,214,319
3113,16,1095,244,2768,203,205,1583
2742,9,95,16,1889,203,247,849
2900,10,0,0,5251,234,221,4108
2938,5,0,0,1846,207,241,459
2826,3,30,2,2264,223,233,2460
2872,19,474,40,845,199,254,1689
3030,14,636,41,1387,238,213,2512
3103,8,60,3,6795,213,223,2630
2651,6,339,55,1124,228,229,849
3172,10,524,126,384,232,221,1530
3169,11,376,48,2222,216,250,825
2534,8,90,-2,1465,205,226,4387
2597,15,474,71,1036,242,217,3772
3296,9,841,259,3543,199,230,2126
2876,8,454,27,2794,228,224,2764
3032,9,382,14,1128,218,220,1812
3402,3,516,118,1243,220,233,2831
2696,27,175,98,2250,158,186,2226
3296,16,309,28,2322,242,212,4403
3208,15,443,60,510,243,230,765
3289,8,450,14,2543,200,233,660
2826,20,95,28,3129,167,214,382
3472,10,258,46,5206,192,236,4140
2798,15,272,64,60,203,207,793
3101,8,30,3,3718,200,232,3091
3205,4,85,6,2694,219,242,849
2852,6,301,50,2106,230,230,2764
2790,13,42,7,1485,240,220,2207
3317,16,42,13,3529,173,232,1657
2819,23,42,17,1099,252,207,1831
3179,20,30,14,4357,161,239,3316
2793,8,418,114,1860,202,245,1159
2987,6,134,10,1410,215,228,1663
2388,34,323,-24,785,164,153,1477
2870,4,182,23,3076,227,236,2896
2400,16,42,10,864,245,227,1015
2860,7,108,3,4893,231,230,4466
2424,8,277,46,607,203,227,1273
2932,9,67,13,4694,206,224,5867
3068,15,240,13,955,218,251,3036
2749,11,450,125,1505,240,228,600
2807,39,270,163,1566,100,227,1371
2802,17,366,116,376,224,200,2525
3239,3,350,72,2971,224,236,942
3001,16,300,16,4200,233,206,4138
2898,5,335,43,2864,214,230,2282
2873,15,277,90,908,239,237,2958
3402,21,297,57,4243,248,224,3256
3253,29,497,75,1694,127,223,3132
3160,4,30,-1,4639,224,239,1213
3060,16,60,-3,4265,235,206,2760
2564,8,484,-35,895,215,222,1063
3046,9,60,3,1505,235,229,2823
3511,10,360,18,1332,221,219,892
2870,9,351,57,3421,233,225,2826
3064,5,418,60,5769,224,242,4227
2555,17,180,57,277,173,223,830
3161,9,60,-1,4789,231,223,1347
3329,11,272,61,3308,222,248,376
2559,10,513,56,1112,237,224,1451
2877,12,0,0,5249,188,228,4293
2821,6,201,66,3542,212,229,5760
2913,6,376,43,4056,216,227,5702
3210,8,67,-7,3461,197,235,1733
2314,29,210,50,1770,129,232,960
3119,11,170,17,1458,193,245,2147
3209,20,0,0,2954,220,192,2452
2840,22,90,32,2182,154,237,2591
3073,14,421,61,2542,182,230,1142
2921,25,450,287,1725,152,245,1541
3023,15,60,23,2353,177,231,1535
2690,4,95,6,170,226,233,1061
3024,7,268,3,6400,231,237,3570
3068,12,42,-3,2777,218,213,2079
2738,11,0,0,2245,192,230,454
3304,26,509,160,3528,250,216,552
2836,10,242,0,1170,221,219,2398
3152,14,134,10,3168,219,207,4293
3267,17,339,94,1310,186,210,2467
3246,15,0,0,2228,245,220,700
3031,7,150,23,2489,222,224,1054
2973,18,591,70,3135,189,205,1487
2945,8,42,0,3986,206,227,1154
3041,24,30,14,1655,147,231,247
3223,3,60,0,3101,218,232,2257
3437,26,659,152,2089,251,193,1616
3136,10,228,53,6250,230,243,2160
3218,29,391,112,335,128,218,872
3278,21,342,71,577,158,240,997
2718,9,42,-14,2914,217,248,1254
2684,5,30,-1,1565,219,229,1323
2712,15,42,-5,1276,238,211,2135
2937,9,30,12,2095,231,224,2904
2492,6,270,-12,841,214,228,4764
3126,16,360,54,3511,240,209,4819
3131,10,277,57,5098,227,218,3084
3417,25,655,-16,2483,236,182,2079
2872,18,382,75,2190,184,252,1950
2816,9,0,0,2635,212,222,1962
3279,8,330,81,1666,232,237,1608
3330,10,510,-4,1604,224,217,2082
3059,3,576,29,1557,224,237,2658
2882,7,0,0,541,229,227,2478
3127,18,190,-13,1082,174,247,1515
2752,13,95,28,2391,240,234,6619
2796,30,90,-45,300,247,174,2329
3004,13,458,88,5493,233,242,1507
3254,11,854,117,2107,194,227,646
3065,11,90,-1,1252,220,216,1207
3067,14,541,-25,6720,236,211,2665
2899,18,270,73,1084,183,251,1756
2917,4,127,33,1205,211,232,2389
3430,23,42,1,1577,152,213,1892
3062,4,42,2,674,226,238,1519
3118,15,180,52,1500,178,228,2384
2988,6,806,92,5978,219,245,5875
2797,21,417,164,2389,250,208,2131
2778,6,30,-5,1782,230,231,2407
3181,16,60,-12,1559,246,220,2502
2998,18,379,82,4680,231,198,3759
3239,14,150,-29,2544,242,230,3803
2761,22,67,19,2370,158,217,531
3170,10,256,21,997,229,243,2071
2826,6,295,70,1718,223,227,2687
2767,10,182,12,1040,202,223,1008
2997,19,170,48,1020,249,220,459
2746,4,0,0,371,225,232,2617
3371,30,510,164,767,125,213,1106
3169,19,631,78,4031,175,250,981
3339,12,499,100,3241,203,218,2586
3394,12,30,-4,2397,236,219,3551
3227,9,228,66,624,224,246,2586
3144,9,85,7,1062,223,220,4931
2744,32,124,61,1181,183,249,1703
2888,2,331,8,3867,218,235,3601
2601,16,60,9,752,208,205,1593
3310,14,503,86,2952,202,211,3381
3354,10,297,62,3078,219,248,1092
2052,23,201,95,247,238,189,443
3102,2,484,7,5317,223,237,1482
2967,8,295,28,2474,229,224,2191
3241,23,603,106,630,195,254,2581
2802,22,469,169,2470,251,207,2058
2879,12,85,10,3207,237,238,2548
2796,12,90,8,430,238,221,2543
2965,11,120,13,4459,224,247,5436
3307,9,382,42,1104,223,220,607
2942,8,361,134,4916,198,233,4943
2871,24,0,0,247,250,198,1489
3216,2,313,17,306,220,240,1148
3197,17,124,35,1477,245,228,2697
3276,23,339,115,1682,252,212,2768
2758,12,424,109,2012,190,226,2167
3108,11,67,-7,2341,239,234,3283
2959,4,212,14,4589,224,231,5844
3188,10,67,-1,2193,236,223,1664
2953,25,124,54,5582,178,254,977
3096,20,108,46,5034,240,199,1708
2837,11,210,37,1742,220,216,2624
2376,16,242,92,1382,244,229,959
3257,17,430,118,2362,170,227,108
3272,16,175,27,1516,235,241,2791
2883,13,108,-2,1867,199,252,1518
3071,14,134,12,1714,223,249,182
2546,5,234,25,335,215,229,1343
3100,2,42,0,931,214,238,1632
2696,11,268,68,3568,239,232,2438
3071,6,295,7,5169,214,228,2598
2794,6,90,12,1996,224,228,1965
2858,20,85,13,841,197,196,1879
2822,3,85,12,2379,220,232,2634
3208,17,633,127,6055,200,254,2296
2264,11,0,0,1120,189,232,365
2561,14,218,52,1120,238,238,1621
3368,12,283,113,3466,196,250,571
3018,11,570,48,2750,240,229,2577
2927,14,192,16,1591,216,251,1343
2210,23,210,73,1062,168,197,781
2967,12,558,239,3229,201,217,1456
2930,12,0,0,2080,208,216,816
2909,25,300,146,443,152,204,1140
3225,16,175,11,1689,236,208,2300
3123,17,603,15,1922,194,207,3328
3256,15,30,5,3918,226,207,1909
2936,12,379,27,5792,206,252,5392
2034,2,0,0,564,221,239,607
3172,8,371,27,957,217,223,2523
2868,20,285,52,3376,226,194,3000
3142,9,120,16,1528,194,239,631
3283,22,268,-43,2966,202,254,450
2919,8,150,12,2028,201,245,1222
3261,21,190,34,1578,187,193,2805
3158,14,404,89,1050,205,210,1509
2756,13,150,32,1846,242,230,323
2790,8,228,5,376,221,223,752
3062,19,324,70,2461,180,208,2301
3265,11,443,58,4092,228,245,2060
2956,17,60,9,3957,200,203,2496
2842,11,240,31,1463,232,242,3024
2462,15,295,18,685,175,234,1249
3126,10,42,-2,3018,230,219,2166
2840,35,330,202,1698,114,232,1415
3114,12,342,53,3054,232,217,1660
2864,12,90,14,2764,194,224,2662
2991,9,402,87,4784,211,221,3719
2945,24,127,40,1495,202,181,1495
3001,9,342,36,5285,235,226,5961
2416,14,242,60,779,244,223,1279
2972,3,319,55,5257,225,234,2630
2907,26,480,261,1333,140,221,1758
2589,8,390,20,1332,218,222,4168
2986,9,300,72,3532,224,221,2012
2384,29,127,41,607,225,165,430
2218,31,42,8,824,164,164,1095
2861,9,108,17,2991,202,226,2877
3084,12,153,13,3844,225,213,1824
2918,17,577,49,2192,195,206,1471
3039,8,270,61,2482,202,231,1047
2894,14,153,54,582,233,242,1189
3015,11,330,60,1315,210,217,2409
2625,13,335,97,830,233,242,1276
2286,17,153,42,216,194,206,706
3100,12,454,41,450,234,241,1261
2543,8,234,31,295,229,223,1333
2346,18,30,5,309,197,254,636
2639,9,234,-9,361,229,223,1289
3249,15,661,173,977,203,207,2047
2543,16,390,27,1024,203,204,1048
2839,26,108,42,4503,249,220,319
2854,22,216,12,721,175,198,1248
2955,9,30,1,323,200,247,743
3476,28,67,39,3252,239,173,2584
3141,17,484,33,2933,193,206,2850
3196,9,499,-17,598,223,247,2315
3104,10,210,55,1677,210,221,492
3243,5,492,9,459,213,244,612
3211,14,636,47,2045,196,214,2367
2869,27,134,43,845,152,188,1421
3121,0,60,3,2362,217,238,2032
2783,8,592,49,240,219,222,902
3109,14,547,68,5713,225,248,1507
2488,7,242,45,180,202,235,1718
3191,13,190,31,3636,234,242,1690
3229,8,95,-1,4264,231,240,2264
2880,31,124,52,420,232,161,313
3288,25,872,-59,1284,247,223,2765
2994,13,150,21,2550,184,233,2367
2662,32,175,79,1889,253,199,2746
3236,2,335,2,175,215,240,1206
2472,12,30,-1,379,200,218,1492
3047,15,95,16,3058,193,252,812
3121,4,30,3,2375,212,234,2058
2912,11,600,263,875,239,231,450
3398,3,659,-55,755,225,234,518
2849,4,108,40,1692,218,232,2292
2783,10,134,33,2561,223,247,2422
3083,6,30,-3,1518,229,231,3180
2876,15,361,57,1574,226,207,2814
2750,4,67,2,1812,209,235,792
2955,22,170,33,4984,221,185,3181
2951,16,644,115,1589,222,203,2851
3085,14,95,20,5269,216,208,2746
2774,7,295,38,1498,211,227,2442
2861,22,120,42,2379,230,189,2190
3222,15,240,79,4710,180,226,960
2690,8,60,0,1398,225,223,633
2573,21,218,98,2190,202,192,618
3315,8,210,17,1532,197,237,1633
2609,14,323,64,1583,243,222,1786
3230,14,488,159,3594,219,209,1795
2783,11,95,22,2173,236,221,3375
3144,13,350,53,3886,199,215,990
3250,10,404,45,3289,237,232,4524
2901,25,150,79,2250,251,195,1660
2773,19,0,0,2773,220,195,4560
3161,7,277,19,1040,209,228,2362
3074,19,256,31,1087,221,194,2182
2748,6,0,0,1158,210,246,902
2533,20,150,49,872,213,252,819
2951,15,702,151,2613,223,249,1616
3112,14,60,-5,2572,233,211,1266
3052,10,85,9,3502,216,217,2761
2890,17,450,193,774,231,203,983
2581,7,67,3,780,221,246,1325
3199,10,30,-3,3056,221,218,4036
2658,12,323,11,1150,238,219,418
2460,7,150,28,735,212,226,1448
3207,30,212,-41,3293,123,220,2105
3350,14,534,200,2638,223,249,799
2720,10,30,2,2370,230,219,514
3222,18,120,16,1839,233,243,1728
3047,2,339,138,2676,221,239,1627
3188,16,514,-2,3702,196,208,2949
3074,8,624,-52,2405,211,248,1423
3001,17,150,2,1360,208,202,1342
2892,2,182,14,3768,221,239,3601
2978,10,0,0,5334,227,245,2155
2835,14,309,82,3407,229,245,3102
3244,9,726,62,4367,206,222,2430
2930,12,700,135,3017,208,215,1507
3232,14,446,-18,661,221,208,2490
2964,7,67,-7,5424,201,233,2329
2984,14,509,158,342,229,209,591
2806,16,162,41,2592,228,246,2451
3272,19,175,23,3319,231,244,1317
2907,13,685,261,1154,207,252,1839
2840,10,350,45,3355,236,227,6414
3145,10,90,7,2062,228,244,2652
3071,26,218,52,1381,156,190,1445
3223,11,90,28,4650,232,218,1396
2239,30,60,42,1144,156,172,642
2972,4,726,76,6054,216,244,5950
2296,29,285,4,1100,140,188,1155
2855,9,319,55,3589,228,244,3264
2578,23,30,9,1837,184,187,1359
3119,14,150,16,3355,196,215,3001
3005,13,42,7,934,239,217,2713
3187,24,30,9,4203,187,186,3513
2870,36,828,377,934,100,211,1948
3098,8,120,6,1614,217,222,3030
3185,26,210,134,830,139,222,2322
3317,13,175,47,5743,200,215,716
2885,25,395,169,3054,172,186,1657
3185,5,192,8,3356,213,244,1436
3018,18,60,17,2067,233,200,2971
3072,6,450,23,3154,228,229,339
2816,11,418,86,2630,239,224,2006
2033,18,330,72,454,246,212,108
2864,19,404,230,902,201,254,1803
3136,15,192,20,2160,244,219,3124
3168,11,485,26,3276,227,216,3961
3082,12,228,26,5689,193,247,2022
2816,10,175,-2,1224,233,220,2568
2148,27,228,26,450,175,177,845
2768,14,127,16,1965,179,234,2571
2856,14,42,8,1366,243,224,2408
3010,7,335,64,5820,200,239,1832
3077,11,216,13,3597,209,219,778
3004,9,134,19,4227,236,234,3975
2983,6,216,30,2060,216,227,2894
2640,22,324,99,532,251,213,2465
2451,18,319,67,537,200,202,1179
3015,3,242,35,4237,217,232,860
2240,28,242,192,430,156,181,362
2136,21,30,7,408,236,239,470
3083,13,127,7,3520,242,229,402
2638,32,124,69,1132,251,204,708
3140,18,90,31,4779,166,231,1142
3042,13,256,56,2580,196,217,1061
2680,18,360,93,2208,177,212,1723
2937,17,108,6,2854,175,220,2089
2685,19,234,80,870,220,196,1894
3255,9,582,145,3568,204,248,1981
3353,24,469,157,577,155,205,700
2221,17,0,0,1140,189,207,404
2722,19,180,27,1423,190,254,1224
2657,12,95,-7,1290,237,219,663
3202,3,30,-1,5815,222,240,872
3265,14,698,189,713,230,209,2087
2966,22,420,112,5102,160,210,499
2941,16,503,59,1932,240,209,2667
2840,35,218,89,2440,105,203,664
2818,4,210,14,3258,226,234,6145
3128,8,467,-57,1053,202,229,1015
2864,12,323,21,1958,200,218,1622
2943,16,192,50,4562,229,204,3681
3286,4,430,21,5820,212,233,658
3246,7,60,8,4661,202,243,1040
2930,6,90,7,1681,210,230,1666
2771,17,60,14,1959,169,232,3287
3037,10,170,23,3065,228,219,1410
2894,3,297,13,1110,218,233,2320
3140,15,845,161,6216,185,249,1300
2975,10,300,20,3219,230,219,6437
2861,9,180,30,2863,228,243,2290
3015,21,566,76,532,246,228,1928
2582,10,108,15,960,228,219,993
2815,9,30,2,1209,204,248,323
3029,8,335,119,1895,215,222,2581
2826,10,182,25,1289,216,218,2034
3080,11,95,14,2295,211,218,2289
3226,3,170,12,1478,212,240,566
2690,10,0,0,1939,197,247,1012
3220,8,339,36,481,224,223,949
3212,14,60,9,2807,224,248,2520
2718,27,361,191,972,235,175,886
3110,8,285,54,816,207,226,1396
3154,12,182,49,2582,190,245,892
2834,18,175,82,3573,194,201,5910
3126,16,127,20,3620,246,224,4207
2622,4,182,10,741,214,233,997
2320,24,30,9,949,177,189,926
2468,31,90,38,108,183,250,834
2942,12,560,107,3000,205,217,3436
3247,16,255,13,1541,226,202,2401
3227,17,433,95,735,247,222,5504
2863,5,417,60,2236,227,233,1931
2140,22,60,8,997,160,244,1383
2478,14,67,8,1565,239,214,648
2451,23,430,200,624,153,215,474
3042,27,256,106,1744,252,213,2769
3092,11,216,31,2912,198,248,362
2776,6,277,19,1852,223,243,2773
3107,16,497,-18,2758,188,212,679
3027,17,751,49,5664,171,236,6186
3119,8,120,16,990,226,244,1742
2923,12,150,10,3587,188,228,2402
3116,9,90,3,6935,231,241,2460
2920,9,60,7,3505,236,235,1600
3071,13,0,0,1464,192,249,2405
2778,2,120,0,2089,215,238,1075
3062,10,30,4,3178,202,224,458
3084,12,85,12,2287,233,217,1260
3207,11,42,4,4270,198,222,2016
2939,11,90,9,5720,190,244,1583
2952,10,85,22,1495,231,241,424
2697,32,30,20,2523,233,158,2223
2756,18,418,20,1218,212,252,780
2399,18,150,63,979,197,202,713
2955,11,417,38,5100,223,247,2758
2880,21,518,184,1154,198,192,2255
3301,12,309,43,1537,240,228,2325
2781,15,190,39,3104,199,209,1053
3060,11,150,14,3215,239,225,726
2791,6,175,3,3181,216,228,5318
3288,25,30,20,5529,145,234,781
3133,2,134,4,2079,214,235,2654
2952,19,42,12,1771,205,196,1263
3212,11,564,79,5755,238,234,1550
3094,5,339,67,4908,224,242,1742
2907,17,579,261,1292,173,241,1914
3114,11,270,49,5060,226,215,499
3272,10,335,49,3161,223,247,850
3105,20,175,62,330,161,226,1831
3243,20,277,76,1324,181,202,2477
2932,16,240,85,1702,240,236,2506
3322,16,124,31,1530,244,216,3362
3079,3,319,39,3226,213,240,1338
2942,9,170,-1,4857,235,233,474
2515,10,42,7,1006,218,219,924
2758,21,0,0,1900,237,195,1806
3255,13,591,3,4385,187,227,875
2742,4,127,-7,270,221,231,1092
2871,21,324,-60,450,232,190,1959
2973,24,485,188,2072,226,180,2118
3263,11,0,0,3578,212,250,1543
2653,12,95,-1,1436,228,214,1943
3221,18,331,82,2394,171,221,216
3128,9,272,32,1945,196,230,2514
2854,5,391,56,2039,226,229,1604
2887,20,534,153,277,214,192,1126
3446,5,0,0,3141,206,239,2436
3245,12,361,32,6280,232,215,810
3394,20,659,210,3384,216,191,1761
3265,25,190,1,2016,166,187,1651
3244,16,240,37,1348,210,253,2706
3168,15,210,20,5493,227,206,2308
2743,13,488,92,2501,238,216,2118
2934,9,451,49,2670,220,247,2190
2825,12,153,34,2379,232,217,3250
3029,6,42,0,2955,230,236,997
3242,9,270,8,67,207,223,1031
3089,14,170,34,2910,193,215,2315
2993,17,90,16,4849,231,244,3384
3372,6,741,43,976,225,243,4366
2890,13,443,136,2597,190,222,1031
3052,14,95,21,3090,193,251,1240
2998,15,319,36,3135,231,209,6468
3246,24,240,64,1421,244,191,2423
2953,7,30,-1,5341,212,247,2308
3159,13,624,66,3356,195,220,3139
3149,6,342,37,1490,206,243,2315
3332,18,162,43,5010,213,198,175
3503,10,571,10,1230,235,223,691
3129,26,234,-39,1060,239,180,1006
3248,10,400,115,2828,216,249,1047
3131,11,150,5,960,238,230,1846
3081,6,95,17,3860,203,235,391
3132,9,60,-1,1892,225,221,408
3410,8,67,2,3100,228,242,997
2702,11,153,1,1450,190,232,2167
3136,1,95,5,636,220,238,2431
2938,8,42,9,4063,198,233,4978
2980,4,525,59,2118,222,242,2227
3135,9,626,118,1618,206,222,2490
2926,2,234,10,4981,223,238,1984
2987,21,323,94,2670,211,252,858
2520,6,150,35,983,207,233,721
3359,9,908,157,3032,225,245,1072
3243,12,350,50,4031,232,243,2007
3008,10,711,99,5976,217,249,3461
3073,10,30,5,1616,191,240,2094
3271,7,216,2,1044,213,247,3167
3039,17,323,27,242,179,216,1207
3006,17,300,37,4752,210,253,685
2485,14,503,95,1140,191,218,516
2738,17,85,10,1485,190,208,2053
2922,18,182,47,3726,247,214,2624
2883,13,301,101,1660,205,213,1822
3027,16,446,230,2748,176,243,1731
3051,15,85,14,2989,205,253,765
3336,16,201,68,3403,201,206,1761
2812,10,283,14,511,233,240,470
3061,12,150,20,691,224,247,1454
3210,1,391,29,5816,220,236,2325
3207,35,216,49,4801,185,141,1530
2188,30,108,24,382,187,160,778
3103,17,319,26,3639,224,200,2678
3246,14,390,56,1350,243,226,1401
2751,12,108,6,2197,225,247,1415
2882,12,457,82,2343,220,249,1852
2935,19,85,23,767,242,204,769
3069,13,30,2,967,221,211,1200
3189,8,228,-26,2888,217,223,1527
2352,24,134,61,1282,252,214,942
3085,15,234,48,3112,186,250,633
3078,18,569,19,720,223,197,1084
2994,7,351,62,3221,218,224,977
3363,10,780,106,993,194,246,2250
3052,19,150,23,2718,166,225,2794
3044,14,85,26,6622,227,247,3180
2711,12,0,0,1261,238,235,1831
2228,16,300,107,618,227,204,90
2830,8,725,65,2132,200,245,1771
2994,5,212,54,1885,214,230,750
3128,13,60,16,1620,194,217,2322
2095,30,60,32,1018,131,191,277
3012,12,127,18,1034,203,216,2568
2901,11,417,59,2589,216,216,1184
2905,13,42,1,2322,221,210,1690
2846,26,309,66,2184,139,220,510
3219,25,234,83,3901,164,190,3513
3240,42,537,127,892,224,124,1801
2819,9,0,0,1260,228,221,2312
2985,16,300,82,4419,243,214,4826
2354,13,85,3,390,241,227,779
2946,12,190,13,3737,199,219,2341
2630,28,120,47,1448,180,172,6609
3314,10,300,32,1919,236,224,2550
2194,30,60,14,1611,244,220,95
3201,19,309,53,785,249,214,2783
3142,14,192,13,3773,234,211,4825
3051,21,684,14,2620,188,194,2402
3266,11,362,49,3141,225,246,870
2968,16,268,65,5202,186,251,1434
2543,11,256,74,1075,239,225,752
3317,8,30,0,1256,231,227,1470
3089,6,180,10,1818,203,241,997
3387,18,437,61,2922,214,252,1471
2791,14,60,9,1027,192,216,2079
2995,19,95,22,4566,242,202,1989
3261,8,210,26,4370,226,224,932
3404,16,30,10,5232,175,236,3810
3162,21,458,104,3190,232,191,661
3088,10,162,3,384,195,228,731
3343,20,285,11,1485,161,230,2048
3212,8,700,151,6181,200,245,1570
3166,17,272,71,2052,176,222,2096
2884,8,404,127,2168,224,245,684
2585,21,190,54,819,244,198,600
2541,9,283,33,808,208,224,811
2610,6,277,41,1425,230,236,1437
3408,16,319,49,5310,187,214,3423
2398,14,170,20,1201,199,214,210
3133,18,309,55,212,247,218,3744
3320,12,534,91,1288,212,214,1766
3006,11,124,26,2096,233,218,2728
2193,30,67,12,636,159,171,532
2738,8,330,107,890,232,225,977
3168,20,210,58,1600,178,252,2272
2732,24,153,69,2791,250,219,6510
3292,22,469,145,446,155,239,845
2352,18,0,0,404,213,252,1055
2873,9,120,10,4045,232,223,6201
2830,8,212,37,2195,202,231,1838
3106,13,658,238,2054,233,214,2751
3209,11,162,18,1499,208,217,2368
3232,16,95,20,4146,246,221,1884
2978,9,192,28,4118,235,237,849
2885,32,216,75,1200,229,158,837
2972,6,474,145,5072,207,232,5197
2888,2,127,7,1142,213,240,2215
2513,32,297,105,1421,210,152,518
3317,8,134,13,2273,199,237,2372
2626,11,150,14,721,236,222,1173
2975,17,446,206,604,175,221,1279
2978,6,509,19,3576,217,245,1041
3315,2,466,87,4005,213,240,1325
2948,11,0,0,840,240,229,1598
3167,15,0,0,3078,245,225,1120
3206,12,272,44,1269,238,235,2467
2392,24,30,6,731,158,247,1482
2406,25,395,132,391,250,196,942
3021,12,258,66,532,189,229,713
3099,12,218,50,3439,238,237,837
2840,11,42,4,1234,236,221,789
3035,20,930,166,2551,185,199,1411
3346,8,350,146,2885,231,240,573
3193,16,793,-9,1326,186,214,1559
3238,13,228,-24,2908,186,244,391
3175,14,175,14,914,241,234,2161
3010,10,660,89,1543,217,218,560
3080,13,242,10,2553,198,217,2285
2688,36,150,68,591,230,146,1165
3295,8,210,-18,4063,235,230,2280
3033,22,470,222,1595,161,245,395
2338,23,0,0,272,252,212,342
3296,7,30,0,1570,231,238,3099
2922,9,85,15,3225,236,230,2420
2420,32,0,0,1489,164,250,595
3048,3,210,0,2694,221,232,750
2699,32,42,19,2654,154,167,6662
3112,8,150,19,4625,219,223,2665
3117,11,430,17,2012,231,217,1104
2622,6,150,18,1641,231,234,902
2693,29,85,53,1722,250,214,2656
2999,21,553,171,571,232,190,834
2931,23,108,34,1584,246,228,1867
2315,33,242,154,787,207,150,417
2828,18,95,31,2337,225,199,3031
3398,4,242,50,1590,226,238,2922
2988,4,485,69,5114,226,234,5542
3116,8,190,21,5528,202,229,1182
2765,12,258,51,3803,215,251,1867
2942,9,644,27,2825,221,220,1321
2883,24,85,44,2935,210,251,1312
3168,13,150,36,5113,229,211,1187
2632,18,350,59,752,227,199,2888
2968,6,660,-52,1328,220,245,1632
2893,8,127,38,3466,225,222,1800
3133,8,120,38,4435,198,236,1324
3144,7,295,-33,912,209,228,955
3004,5,301,-6,6293,228,236,3690
2633,26,124,43,1273,147,242,1110
3091,20,339,80,1806,247,227,2182
2978,0,313,26,4549,218,238,5629
2700,5,0,0,959,222,243,1809
3272,6,323,65,1566,203,235,2641
2849,26,162,55,1103,172,184,1834
2979,19,192,63,2915,180,252,2006
3233,15,390,85,997,185,218,2154
2977,19,150,39,2250,233,196,2012
3269,19,150,-3,1337,245,230,2888
3126,22,742,-48,4175,228,189,4089
3001,2,255,16,5271,222,238,5142
2734,25,255,65,1935,227,242,2234
3125,13,469,77,1233,184,229,1165
3015,10,153,25,4341,209,219,1180
1944,32,30,20,67,147,167,551
2971,28,216,58,5167,141,242,1441
2939,7,216,20,5260,208,247,3882
2929,25,212,93,860,164,250,674
2958,5,0,0,5257,223,229,2427
2541,8,390,16,1092,229,225,4054
3010,7,391,25,1834,220,225,1342
3071,15,180,4,1379,215,252,1279
3373,7,283,41,2616,230,228,1622
2725,4,0,0,1253,214,232,2248
2859,6,402,61,2155,227,227,1839
3298,33,242,75,3421,134,174,3940
2966,29,277,133,933,176,252,459
2921,4,150,12,4131,225,239,4275
3126,5,212,50,2932,209,233,1312
2672,11,306,103,644,213,217,1948
3309,14,420,94,2052,238,215,2197
2780,18,67,1,3180,227,200,765
3378,23,270,108,3718,179,190,1848
2935,20,30,-2,5047,244,201,443
2996,23,108,32,700,231,187,618
2678,7,180,8,1528,205,230,5604
2361,19,30,10,1106,167,218,1146
3381,20,42,3,2121,176,251,3486
2242,24,30,11,807,252,206,424
3200,17,108,4,1616,219,200,2393
3059,24,331,0,1146,184,187,2156
2991,17,201,58,577,196,206,1747
2833,7,228,6,787,228,241,124
3029,18,42,-8,2190,168,238,769
3008,11,192,31,1060,233,220,2255
2977,6,42,1,5451,216,227,2324
2901,6,42,-1,967,218,226,2860
3308,19,679,148,4262,172,214,2476
3172,9,150,10,3037,235,233,3589
3275,12,870,159,2311,241,223,2400
3242,19,395,129,1146,247,209,2008
3066,10,598,40,1610,236,224,2457
2903,15,30,3,5254,226,207,4112
3408,22,150,45,4078,251,218,3730
2460,14,480,207,878,182,244,379
2979,0,277,67,1590,218,237,1727
2880,22,90,6,1800,232,189,1302
3161,25,402,17,5975,175,184,1052
